split,sample_name,source_path,source_dataset,scenario,category,map_id,difficulty_raw,difficulty,ood_family,ood_family_name,split_hint
calib,sample_000031.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000052.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
calib,sample_000032.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000054.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
calib,sample_000033.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000059.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
calib,sample_000034.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000064.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
calib,sample_000035.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000064.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
calib,sample_000036.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000066.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
calib,sample_000037.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000072.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
calib,sample_000038.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000076.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
calib,sample_000039.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000078.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
calib,sample_000040.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000078.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
calib,sample_000041.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000079.npz,csm,csm_city_street,U,packed_001,simple,easy,0,,csm:test
calib,sample_000042.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000085.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
calib,sample_000043.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000085.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:test
calib,sample_000044.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000089.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
calib,sample_000045.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000093.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:test
calib,sample_000046.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000098.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
calib,sample_000047.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000100.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
calib,sample_000048.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000100.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
calib,sample_000049.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000107.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
calib,sample_000050.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000110.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
calib,sample_000051.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000112.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
calib,sample_000052.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000113.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
calib,sample_000053.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000115.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
calib,sample_000054.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000116.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
calib,sample_000055.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000119.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:test
calib,sample_000056.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000120.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000057.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000122.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000058.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000122.npz,csm,csm_city_street,U,packed_003,hard,hard,0,,csm:train
calib,sample_000059.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000125.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000060.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000126.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000061.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000128.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000062.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000130.npz,csm,csm_city_street,U,packed_003,hard,hard,0,,csm:train
calib,sample_000063.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000132.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000064.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000133.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000065.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000133.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000066.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000134.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000067.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000135.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000068.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000137.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000069.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000141.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000070.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000141.npz,csm,csm_city_street,U,packed_003,hard,hard,0,,csm:train
calib,sample_000071.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000143.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000072.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000144.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000073.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000147.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000074.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000148.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000075.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000149.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000076.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000150.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000077.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000151.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000078.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000156.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000079.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000157.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:train
calib,sample_000080.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000157.npz,csm,csm_city_street,U,packed_003,medium,medium,0,,csm:test
calib,sample_000081.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000160.npz,csm,csm_city_street,U,packed_004,simple,easy,0,,csm:test
calib,sample_000082.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000162.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:test
calib,sample_000083.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000168.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:train
calib,sample_000084.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000168.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:test
calib,sample_000085.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000169.npz,csm,csm_city_street,U,packed_004,simple,easy,0,,csm:test
calib,sample_000086.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000170.npz,csm,csm_city_street,U,packed_004,simple,easy,0,,csm:test
calib,sample_000087.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000172.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:train
calib,sample_000088.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000173.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:train
calib,sample_000089.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000174.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:test
calib,sample_000090.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000176.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:test
calib,sample_000091.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000177.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:train
calib,sample_000092.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000179.npz,csm,csm_city_street,U,packed_004,hard,hard,0,,csm:train
calib,sample_000093.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000182.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:train
calib,sample_000094.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000183.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:train
calib,sample_000095.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000186.npz,csm,csm_city_street,U,packed_004,simple,easy,0,,csm:test
calib,sample_000096.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000187.npz,csm,csm_city_street,U,packed_004,simple,easy,0,,csm:train
calib,sample_000097.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000189.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:test
calib,sample_000098.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000191.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:train
calib,sample_000099.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000194.npz,csm,csm_city_street,U,packed_004,medium,medium,0,,csm:test
calib,sample_000100.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000199.npz,csm,csm_city_street,U,packed_004,simple,easy,0,,csm:test
calib,sample_000101.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000202.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000102.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000202.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:train
calib,sample_000103.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000203.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:train
calib,sample_000104.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000204.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:train
calib,sample_000105.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000205.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000106.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000208.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000107.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000208.npz,csm,csm_city_street,U,packed_005,hard,hard,0,,csm:train
calib,sample_000108.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000209.npz,csm,csm_city_street,U,packed_005,hard,hard,0,,csm:train
calib,sample_000109.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000210.npz,csm,csm_city_street,U,packed_005,hard,hard,0,,csm:train
calib,sample_000110.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000212.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000111.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000222.npz,csm,csm_city_street,U,packed_005,hard,hard,0,,csm:train
calib,sample_000112.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000224.npz,csm,csm_city_street,U,packed_005,hard,hard,0,,csm:test
calib,sample_000113.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000225.npz,csm,csm_city_street,U,packed_005,hard,hard,0,,csm:test
calib,sample_000114.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000227.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:train
calib,sample_000115.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000227.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000116.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000229.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000117.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000231.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:train
calib,sample_000118.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000232.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000119.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000233.npz,csm,csm_city_street,U,packed_005,simple,easy,0,,csm:train
calib,sample_000120.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000233.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000121.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000236.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:train
calib,sample_000122.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000239.npz,csm,csm_city_street,U,packed_005,medium,medium,0,,csm:test
calib,sample_000123.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000241.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000124.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000242.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:test
calib,sample_000125.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000243.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:test
calib,sample_000126.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000247.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000127.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000247.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:test
calib,sample_000128.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000248.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000129.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000248.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:test
calib,sample_000130.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000251.npz,csm,csm_city_street,U,packed_006,hard,hard,0,,csm:test
calib,sample_000131.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000252.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000132.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000253.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000133.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000253.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:test
calib,sample_000134.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000254.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000135.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000255.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000136.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000256.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000137.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000259.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000138.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000261.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000139.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000264.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000140.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000264.npz,csm,csm_city_street,U,packed_006,hard,hard,0,,csm:test
calib,sample_000141.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000269.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000142.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000273.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000143.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000275.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000144.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000277.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:test
calib,sample_000145.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000277.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000146.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000278.npz,csm,csm_city_street,U,packed_006,medium,medium,0,,csm:train
calib,sample_000147.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000279.npz,csm,csm_city_street,U,packed_006,hard,hard,0,,csm:test
calib,sample_000148.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000280.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:train
calib,sample_000149.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000281.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:train
calib,sample_000150.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000282.npz,csm,csm_city_street,U,packed_007,hard,hard,0,,csm:test
calib,sample_000151.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000282.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:train
calib,sample_000152.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000283.npz,csm,csm_city_street,U,packed_007,hard,hard,0,,csm:test
calib,sample_000153.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000286.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:train
calib,sample_000154.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000288.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:train
calib,sample_000155.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000292.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:test
calib,sample_000156.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000295.npz,csm,csm_city_street,U,packed_007,hard,hard,0,,csm:test
calib,sample_000157.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000296.npz,csm,csm_city_street,U,packed_007,hard,hard,0,,csm:test
calib,sample_000158.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000298.npz,csm,csm_city_street,U,packed_007,hard,hard,0,,csm:test
calib,sample_000159.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000300.npz,csm,csm_city_street,U,packed_007,simple,easy,0,,csm:test
calib,sample_000160.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000302.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:test
calib,sample_000161.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000311.npz,csm,csm_city_street,U,packed_007,medium,medium,0,,csm:train
calib,sample_000162.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000316.npz,csm,csm_city_street,U,packed_007,hard,hard,0,,csm:test
