split,sample_name,source_path,source_dataset,scenario,category,map_id,difficulty_raw,difficulty,ood_family,ood_family_name,split_hint
train,sample_000039.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/test/sample_000296.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:test
train,sample_000040.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/test/sample_000297.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:test
train,sample_000041.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001601.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000042.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001602.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000043.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001604.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000044.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001605.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000045.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001609.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000046.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001613.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000047.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001615.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000048.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001616.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000049.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001618.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000050.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001619.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000051.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001620.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000052.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001621.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000053.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001624.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000054.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001625.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000055.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001628.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000056.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001629.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000057.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001631.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000058.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001632.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000059.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001633.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000060.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001636.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000061.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001639.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000062.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001640.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000063.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001645.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000064.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001648.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000065.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001649.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000066.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001650.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000067.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001651.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000068.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001653.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000069.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001654.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000070.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001656.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000071.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001657.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000072.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001658.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000073.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001659.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000074.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001661.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000075.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001665.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000076.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001666.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000077.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001667.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000078.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001668.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000079.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001671.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000080.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001673.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000081.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001675.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000082.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001676.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000083.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001680.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000084.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001683.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000085.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001684.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000086.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001689.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000087.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001690.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000088.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001693.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000089.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001694.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000090.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001696.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000091.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001697.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000092.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001698.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000093.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001700.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000094.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001702.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000095.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001707.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000096.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001708.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000097.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001711.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000098.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001714.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000099.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001716.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000100.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001717.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000101.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001718.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000102.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001719.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000103.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001721.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000104.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001722.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000105.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001723.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000106.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001725.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000107.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001730.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000108.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001731.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000109.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001732.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000110.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001733.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000111.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001740.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000112.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001741.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000113.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001742.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000114.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001743.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000115.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001744.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000116.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001745.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000117.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001748.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000118.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001749.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000119.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001750.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000120.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001751.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000121.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001752.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000122.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001753.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000123.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001756.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000124.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001757.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000125.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001758.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000126.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001760.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000127.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001766.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000128.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001767.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000129.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001769.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000130.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001770.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000131.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001772.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000132.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001773.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000133.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001774.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000134.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001778.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000135.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001779.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000136.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001780.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000137.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001781.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000138.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001782.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000139.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001785.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000140.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001787.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000141.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001788.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000142.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001789.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000143.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001790.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000144.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001794.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000145.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001797.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000146.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001799.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000147.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001808.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000148.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001810.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000149.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001813.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000150.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001814.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
train,sample_000151.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/mp/train/sample_001817.npz,mp,alternating_gaps,U,mp_alternating_gaps,medium,medium,0,,mp:train
